dstport,protocol,tag
24782,icmp,sv_P12
39152,icmp,sv_P17
59481,tcp,sv_P3
12838,tcp,sv_P18
58483,udp,sv_P1
36248,icmp,sv_P6
7811,icmp,sv_P5
53243,tcp,sv_P20
52951,icmp,web
57549,icmp,sv_P4
26568,tcp,sv_P9
60249,udp,service
56728,tcp,sv_P15
29159,icmp,sv_P2
17840,icmp,sv_P4
2198,tcp,email
38307,icmp,sv_P19
27763,udp,service
27107,icmp,sv_P13
12957,icmp,sv_P14
26987,tcp,sv_P6
55359,udp,service
64219,udp,sv_P14
1570,udp,sv_P8
45859,udp,email
46214,tcp,sv_P4
30062,udp,sv_P10
23491,udp,sv_P13
328,icmp,sv_P12
20252,tcp,sv_P1
47266,udp,sv_P12
16710,tcp,sv_P13
51176,tcp,sv_P8
50768,udp,sv_P11
60324,icmp,sv_P5
63428,icmp,sv_P19
38283,tcp,sv_P13
36806,udp,sv_P19
50032,tcp,sv_P14
42699,icmp,service
12666,udp,email
60504,icmp,sv_P1
55254,tcp,web
50273,tcp,sv_P6
26042,udp,sv_P17
31263,icmp,sv_P20
27860,udp,sv_P3
45220,tcp,web
52854,icmp,sv_P16
9203,tcp,sv_P7
64395,udp,email
11887,udp,sv_P19
50191,tcp,sv_P14
15186,icmp,sv_P14
29718,udp,sv_P19
37798,tcp,sv_P4
2178,icmp,sv_P14
5782,udp,sv_P13
22212,udp,sv_P8
65388,icmp,sv_P6
48888,tcp,sv_P19
24578,udp,sv_P5
16096,icmp,sv_P18
47805,icmp,sv_P11
10058,tcp,sv_P7
38151,udp,sv_P1
60247,udp,email
15748,udp,sv_P11
20054,icmp,sv_P5
27,udp,sv_P17
59010,tcp,sv_P4
40470,icmp,sv_P6
35378,icmp,sv_P17
63915,icmp,sv_P15
57603,udp,sv_P4
29092,tcp,sv_P6
4903,icmp,sv_P3
50259,udp,sv_P2
44153,udp,sv_P18
47003,tcp,sv_P10
56576,tcp,sv_P1
64490,tcp,sv_P17
55755,icmp,sv_P5
29875,udp,sv_P20
20191,tcp,sv_P15
36800,udp,sv_P9
64177,udp,web
9171,icmp,email
40192,tcp,sv_P20
3137,icmp,sv_P7
25170,icmp,sv_P7
62541,udp,sv_P4
18715,icmp,sv_P14
58655,udp,sv_P18
14037,tcp,sv_P13
63979,udp,sv_P16
28900,udp,sv_P16
14632,icmp,sv_P10
15885,icmp,sv_P20
41963,icmp,sv_P11
17781,udp,email
9775,icmp,sv_P2
31719,udp,sv_P17
19388,icmp,sv_P8
21476,udp,sv_P1
19831,icmp,sv_P6
56491,udp,sv_P5
38433,icmp,sv_P18
52292,udp,sv_P2
4295,tcp,sv_P10
9933,tcp,sv_P20
17680,tcp,email
5433,udp,sv_P7
43737,tcp,sv_P4
46402,udp,sv_P16
3477,icmp,sv_P18
39929,tcp,sv_P8
60784,udp,sv_P17
62202,icmp,sv_P9
12015,icmp,sv_P16
1316,icmp,sv_P7
53330,udp,sv_P4
3780,icmp,sv_P7
24974,icmp,sv_P4
51277,tcp,sv_P19
61286,icmp,sv_P16
26787,icmp,sv_P10
40521,udp,sv_P10
26700,udp,sv_P17
22955,udp,sv_P16
1866,icmp,sv_P12
18217,udp,sv_P3
47571,tcp,sv_P19
28035,udp,sv_P19
13691,udp,sv_P6
34072,icmp,sv_P20
46140,icmp,sv_P8
51789,tcp,web
12368,udp,sv_P3
5629,udp,sv_P10
40432,tcp,sv_P13
959,icmp,sv_P11
32676,icmp,sv_P12
38695,udp,sv_P3
12604,udp,sv_P19
25356,udp,sv_P2
35475,udp,sv_P2
43593,icmp,sv_P10
6860,icmp,sv_P13
54393,tcp,service
18409,udp,sv_P17
41770,tcp,sv_P19
60604,icmp,sv_P1
35593,tcp,sv_P7
41032,udp,sv_P9
3095,tcp,sv_P17
12464,udp,sv_P7
39403,tcp,sv_P15
56120,icmp,sv_P6
57832,icmp,sv_P14
13660,tcp,sv_P6
56772,tcp,sv_P4
9688,udp,web
11404,icmp,sv_P8
1822,icmp,sv_P2
16832,icmp,sv_P3
21197,icmp,sv_P20
26891,udp,sv_P10
42414,udp,sv_P5
48426,icmp,sv_P9
9797,icmp,sv_P1
28882,udp,sv_P15
52242,tcp,sv_P1
4403,icmp,email
23844,tcp,sv_P3
17037,tcp,sv_P7
44535,udp,sv_P9
6091,tcp,sv_P17
9867,tcp,sv_P18
24366,udp,service
17610,udp,sv_P7
26077,tcp,sv_P9
50358,icmp,sv_P1
23846,tcp,sv_P14
54666,icmp,sv_P6
34053,tcp,sv_P18
28954,icmp,sv_P16
22339,tcp,sv_P4
28786,icmp,sv_P16
30354,udp,email
64318,icmp,sv_P17
2457,udp,sv_P12
64796,udp,service
11488,icmp,sv_P16
62421,udp,sv_P16
55486,icmp,sv_P9
18067,tcp,sv_P20
28843,udp,service
37222,tcp,sv_P5
22396,tcp,sv_P10
20018,tcp,sv_P9
55513,icmp,sv_P20
13721,icmp,sv_P2
39862,tcp,sv_P20
46235,udp,email
445,icmp,sv_P17
37729,icmp,sv_P4
7266,tcp,sv_P16
25605,udp,sv_P17
16190,tcp,sv_P6
31116,icmp,sv_P6
25978,icmp,service
27905,tcp,email
59324,icmp,sv_P6
9677,tcp,sv_P12
53747,tcp,sv_P9
22266,udp,sv_P4
16624,tcp,web
12689,icmp,sv_P16
10594,udp,sv_P19
9179,udp,sv_P19
40945,tcp,sv_P4
30919,icmp,sv_P4
19539,icmp,sv_P1
30328,udp,sv_P16
5336,udp,sv_P14
42610,tcp,sv_P14
40065,icmp,sv_P8
31809,tcp,sv_P3
29722,icmp,sv_P9
13689,tcp,sv_P6
37859,icmp,sv_P8
49785,udp,sv_P3
31519,tcp,sv_P6
4474,tcp,sv_P14
50907,udp,sv_P2
21674,tcp,sv_P19
6744,icmp,web
42255,icmp,sv_P9
51440,icmp,sv_P20
49830,tcp,sv_P6
16667,tcp,sv_P19
26314,tcp,sv_P13
7606,tcp,sv_P7
52832,icmp,sv_P13
49204,udp,sv_P9
11213,tcp,email
51052,tcp,sv_P19
7992,icmp,sv_P6
2274,tcp,sv_P9
43653,icmp,sv_P4
30085,tcp,sv_P13
5864,tcp,sv_P17
31947,udp,sv_P1
1424,tcp,sv_P10
1880,tcp,sv_P17
17668,udp,sv_P12
19642,icmp,sv_P12
42651,tcp,sv_P1
17746,icmp,sv_P1
18084,icmp,sv_P12
16612,icmp,sv_P11
10441,icmp,web
5091,icmp,sv_P5
24933,udp,service
27262,udp,sv_P20
42876,tcp,sv_P5
52751,tcp,sv_P13
44649,udp,sv_P20
33089,tcp,sv_P11
57350,tcp,sv_P9
4055,udp,sv_P5
14361,icmp,sv_P7
2894,icmp,sv_P3
50278,udp,web
29233,udp,sv_P18
33997,tcp,sv_P19
37366,icmp,sv_P13
12391,udp,sv_P4
33127,udp,sv_P13
17013,tcp,sv_P7
46805,udp,sv_P17
40969,tcp,sv_P1
1564,udp,sv_P8
20394,udp,sv_P8
37169,icmp,sv_P5
11167,icmp,email
53434,tcp,sv_P18
21594,udp,sv_P13
23262,icmp,sv_P12
64250,udp,sv_P5
59712,udp,sv_P4
19152,icmp,sv_P11
44039,udp,sv_P18
36705,tcp,sv_P20
43858,icmp,sv_P4
16783,udp,sv_P3
6030,udp,sv_P18
13154,udp,sv_P12
27081,tcp,sv_P12
41214,tcp,sv_P13
3113,icmp,sv_P3
60898,udp,email
32479,tcp,sv_P15
55723,tcp,sv_P11
30559,udp,sv_P9
64997,tcp,sv_P18
33277,tcp,sv_P5
49635,udp,sv_P10
16202,tcp,web
8233,tcp,sv_P7
53087,icmp,sv_P16
21896,icmp,sv_P18
38129,tcp,sv_P11
28277,icmp,sv_P10
31502,udp,sv_P12
50021,tcp,sv_P2
1503,tcp,sv_P4
15367,tcp,sv_P16
5786,icmp,sv_P8
20728,tcp,sv_P12
42968,udp,email
16543,tcp,sv_P2
43010,tcp,sv_P7
65171,icmp,sv_P20
55055,udp,sv_P12
41208,icmp,sv_P7
10816,udp,sv_P4
29423,udp,web
53416,tcp,sv_P9
18692,tcp,sv_P12
38363,tcp,sv_P11
55288,tcp,sv_P1
16993,tcp,sv_P2
6012,udp,sv_P4
49479,icmp,sv_P15
56041,tcp,service
29426,udp,sv_P6
6988,icmp,sv_P14
24297,udp,sv_P20
58913,udp,sv_P5
53793,tcp,email
12986,icmp,sv_P6
24136,icmp,sv_P18
12050,icmp,sv_P7
57881,icmp,sv_P7
1933,udp,service
50550,tcp,sv_P12
33218,udp,sv_P1
26908,tcp,sv_P14
23895,tcp,sv_P15
54440,tcp,sv_P5
25457,icmp,sv_P1
2205,udp,sv_P1
9365,tcp,sv_P3
23251,udp,sv_P6
27128,udp,service
32911,icmp,sv_P6
60799,udp,sv_P14
33884,icmp,sv_P15
63978,icmp,sv_P18
35970,icmp,sv_P10
46618,udp,email
51712,tcp,sv_P3
53256,icmp,sv_P15
48958,udp,sv_P5
16970,icmp,sv_P12
31401,udp,sv_P3
41458,tcp,sv_P8
40345,tcp,sv_P4
63644,icmp,sv_P16
13086,icmp,sv_P11
49531,icmp,service
61824,icmp,sv_P12
18152,udp,service
17080,udp,sv_P7
11674,udp,sv_P11
45768,udp,sv_P14
18999,icmp,sv_P6
52795,icmp,sv_P1
52130,icmp,sv_P1
15076,udp,sv_P20
6228,udp,sv_P15
53772,icmp,sv_P20
19349,udp,sv_P8
19639,tcp,sv_P1
47485,tcp,sv_P19
18954,tcp,sv_P14
35536,udp,sv_P11
9915,tcp,sv_P8
50837,icmp,web
16708,icmp,sv_P8
35088,icmp,sv_P18
38277,tcp,sv_P20
30134,icmp,sv_P19
25038,tcp,sv_P19
40663,icmp,sv_P18
46149,tcp,sv_P18
9304,udp,sv_P19
46082,icmp,sv_P9
10354,udp,sv_P6
10030,icmp,sv_P6
44256,icmp,sv_P12
9565,icmp,sv_P12
25721,udp,sv_P15
63716,udp,sv_P2
39899,icmp,sv_P11
49312,udp,service
25100,tcp,email
47017,icmp,sv_P12
1327,udp,sv_P12
46910,tcp,sv_P13
49337,udp,web
17089,tcp,sv_P1
22224,tcp,sv_P11
12840,icmp,sv_P3
39631,tcp,sv_P7
9445,icmp,web
48869,tcp,sv_P20
47237,tcp,sv_P19
63567,udp,sv_P7
26856,tcp,sv_P14
4092,tcp,sv_P7
61972,udp,sv_P20
12786,icmp,web
38266,icmp,sv_P12
26675,tcp,service
22834,udp,sv_P16
23551,icmp,web
39957,icmp,service
48198,icmp,sv_P16
21758,tcp,sv_P19
58198,tcp,web
38030,icmp,sv_P11
13056,udp,sv_P10
37033,udp,sv_P16
11551,udp,sv_P17
16028,icmp,sv_P4
20750,icmp,sv_P10
61318,udp,sv_P14
32693,tcp,sv_P15
15495,udp,web
49027,tcp,sv_P8
27372,udp,sv_P6
27642,tcp,sv_P16
18240,tcp,sv_P15
49665,udp,sv_P20
59979,udp,sv_P4
31716,tcp,sv_P16
48708,icmp,sv_P12
3287,icmp,sv_P6
47787,tcp,sv_P20
59808,udp,sv_P6
18279,udp,sv_P9
43973,udp,web
12950,tcp,sv_P11
26912,tcp,sv_P7
8647,icmp,sv_P7
65004,tcp,sv_P13
38197,tcp,sv_P20
30245,tcp,sv_P10
1932,tcp,web
40285,tcp,sv_P18
35249,udp,sv_P8
17148,icmp,sv_P20
65516,icmp,sv_P1
12927,udp,sv_P16
34189,udp,sv_P12
44587,icmp,sv_P16
19491,icmp,sv_P19
4149,udp,web
49621,tcp,sv_P2
49094,icmp,sv_P5
9794,udp,sv_P3
47686,udp,sv_P6
39054,icmp,sv_P19
3988,icmp,sv_P17
63864,icmp,service
11722,udp,sv_P15
59928,udp,sv_P9
37282,icmp,sv_P13
44603,icmp,sv_P11
39813,udp,sv_P3
5516,udp,sv_P13
20215,icmp,sv_P5
42108,icmp,sv_P12
43319,tcp,sv_P2
65469,udp,sv_P7
53824,udp,sv_P11
36256,udp,web
3095,icmp,sv_P4
57923,icmp,sv_P18
33346,udp,sv_P20
11218,udp,sv_P10
50354,icmp,web
38533,tcp,sv_P1
17820,tcp,sv_P15
19612,tcp,sv_P5
50962,tcp,sv_P6
53522,udp,sv_P1
55111,tcp,sv_P7
36678,icmp,sv_P3
54115,udp,sv_P8
56984,udp,sv_P8
23316,tcp,sv_P1
56251,udp,sv_P6
1504,udp,sv_P7
23413,udp,sv_P13
44825,tcp,sv_P5
50926,icmp,sv_P9
29815,icmp,sv_P7
13100,icmp,sv_P12
53244,icmp,web
52070,icmp,sv_P15
3724,udp,sv_P12
9593,tcp,sv_P16
61043,tcp,web
15081,tcp,sv_P13
35810,tcp,sv_P18
57116,udp,sv_P2
38979,tcp,sv_P3
46614,udp,service
38908,icmp,service
18282,tcp,sv_P14
21562,icmp,sv_P14
29332,icmp,sv_P1
46934,udp,sv_P15
9937,icmp,sv_P14
4150,udp,sv_P10
56016,udp,service
51836,udp,sv_P18
62295,tcp,sv_P9
44856,icmp,sv_P2
24303,icmp,sv_P7
28250,udp,sv_P7
43500,icmp,sv_P2
60690,udp,sv_P8
5321,tcp,sv_P13
50647,tcp,sv_P14
39084,tcp,sv_P4
4669,icmp,service
4825,udp,sv_P10
55299,icmp,sv_P10
9549,icmp,sv_P2
35085,tcp,sv_P13
6546,icmp,sv_P2
42364,udp,sv_P12
54817,icmp,sv_P17
1160,icmp,sv_P7
47911,tcp,sv_P20
13676,icmp,sv_P20
28230,udp,sv_P15
50828,icmp,sv_P3
48579,icmp,sv_P10
47275,tcp,sv_P2
39086,udp,sv_P20
61905,icmp,sv_P9
188,icmp,sv_P7
18120,tcp,sv_P10
46933,icmp,sv_P14
41133,tcp,sv_P2
38498,udp,sv_P12
24148,tcp,sv_P9
61239,udp,service
5175,tcp,sv_P8
28072,icmp,sv_P14
27395,tcp,sv_P20
45745,udp,sv_P18
12756,icmp,sv_P7
42085,icmp,sv_P17
23497,tcp,sv_P16
61571,udp,sv_P7
35241,icmp,sv_P17
2246,tcp,sv_P10
40943,tcp,sv_P16
14548,icmp,web
65325,icmp,sv_P17
58374,icmp,sv_P7
36348,udp,sv_P1
65298,tcp,sv_P3
49633,tcp,sv_P16
27277,tcp,sv_P19
7608,icmp,sv_P9
42578,udp,sv_P18
959,icmp,sv_P5
42389,udp,sv_P18
41924,tcp,sv_P3
53341,tcp,service
45648,icmp,web
54779,icmp,sv_P15
10671,icmp,sv_P5
39363,tcp,web
32276,icmp,sv_P2
16938,tcp,sv_P3
28040,udp,sv_P13
26789,icmp,sv_P3
10896,udp,email
14468,udp,sv_P4
47390,tcp,sv_P12
5273,udp,sv_P9
35110,udp,sv_P13
8991,udp,sv_P19
53013,udp,sv_P10
43418,udp,sv_P8
31458,tcp,sv_P13
24943,icmp,sv_P17
60236,udp,sv_P11
11565,tcp,sv_P5
50864,udp,sv_P3
12353,tcp,sv_P7
42181,udp,sv_P11
26480,tcp,sv_P18
25832,icmp,sv_P11
9808,tcp,sv_P14
30037,tcp,sv_P12
36349,icmp,sv_P13
35051,tcp,service
50533,icmp,sv_P2
33355,udp,sv_P15
33369,icmp,sv_P2
15036,icmp,web
34461,udp,sv_P5
60156,tcp,sv_P9
43222,tcp,sv_P14
44253,icmp,web
18446,tcp,sv_P10
46314,tcp,sv_P1
55673,tcp,sv_P8
3275,udp,sv_P10
31128,tcp,sv_P4
30218,icmp,sv_P10
1499,udp,email
9604,tcp,sv_P14
28117,tcp,sv_P18
5380,icmp,sv_P11
53821,tcp,sv_P14
47543,tcp,sv_P15
14672,icmp,sv_P13
13184,udp,sv_P13
14728,udp,sv_P14
52114,tcp,sv_P15
49393,tcp,service
57740,udp,sv_P6
9925,icmp,sv_P3
30557,udp,sv_P15
45316,tcp,email
52331,udp,sv_P15
2965,icmp,sv_P19
38117,udp,sv_P5
28020,tcp,sv_P15
18321,icmp,sv_P13
49916,udp,sv_P3
28888,icmp,sv_P7
14823,udp,web
45575,icmp,sv_P16
36666,tcp,sv_P14
38871,tcp,sv_P20
52420,icmp,sv_P10
27008,udp,sv_P16
8014,icmp,sv_P14
36848,udp,sv_P13
35904,tcp,sv_P20
32692,icmp,sv_P2
39688,icmp,sv_P5
23945,icmp,sv_P6
23263,icmp,sv_P20
20621,tcp,sv_P20
5609,udp,sv_P14
3485,tcp,sv_P20
32693,udp,sv_P6
7367,tcp,sv_P14
34561,udp,sv_P14
49459,udp,sv_P6
47231,tcp,sv_P2
48495,icmp,sv_P20
979,udp,sv_P12
9995,tcp,sv_P2
50807,icmp,sv_P6
64496,icmp,sv_P4
30849,tcp,sv_P8
28838,tcp,sv_P1
16078,icmp,email
42698,tcp,sv_P11
18696,icmp,sv_P13
37510,icmp,sv_P17
46278,udp,sv_P14
5415,tcp,sv_P18
34776,icmp,sv_P4
32216,tcp,sv_P1
50476,udp,sv_P12
34060,tcp,sv_P16
8335,udp,sv_P9
31956,udp,service
35369,icmp,sv_P19
48737,icmp,sv_P8
7102,udp,sv_P4
63512,tcp,sv_P6
33337,icmp,sv_P17
63353,tcp,sv_P11
29472,tcp,sv_P5
59461,tcp,sv_P14
46144,tcp,sv_P14
52180,icmp,sv_P17
57528,tcp,sv_P6
51688,udp,sv_P7
53404,tcp,sv_P9
64649,tcp,sv_P18
63307,udp,sv_P1
20860,udp,sv_P2
38535,tcp,sv_P20
63501,udp,email
48115,tcp,sv_P7
22294,tcp,sv_P12
48884,tcp,sv_P3
2840,icmp,sv_P9
54660,tcp,sv_P18
9009,icmp,sv_P14
59669,tcp,sv_P8
47704,tcp,sv_P2
58379,tcp,sv_P14
11475,icmp,sv_P13
22619,udp,sv_P2
10710,tcp,sv_P13
49513,udp,email
64402,tcp,sv_P14
17740,udp,sv_P1
24582,tcp,sv_P1
56666,icmp,email
50519,udp,sv_P11
43115,tcp,sv_P12
64264,icmp,sv_P14
6540,tcp,sv_P18
16472,udp,email
55274,udp,sv_P18
2999,icmp,sv_P5
1930,icmp,sv_P20
38978,tcp,sv_P1
63924,udp,service
6969,icmp,sv_P2
4095,udp,sv_P11
40790,tcp,sv_P12
50235,udp,email
30781,icmp,sv_P16
28829,icmp,service
38616,tcp,sv_P7
54955,udp,sv_P3
25398,udp,email
31360,udp,sv_P7
20497,udp,sv_P17
5575,tcp,sv_P7
58130,tcp,sv_P17
53454,tcp,sv_P17
53585,icmp,sv_P7
46404,udp,sv_P14
50476,icmp,sv_P1
51106,udp,sv_P5
35425,tcp,email
53941,tcp,sv_P4
22809,tcp,web
63829,icmp,sv_P8
40506,tcp,sv_P8
44436,icmp,sv_P4
43181,tcp,sv_P16
20813,icmp,sv_P17
5391,udp,sv_P19
51536,tcp,sv_P8
4311,udp,sv_P1
25604,tcp,sv_P17
16127,udp,sv_P14
42609,icmp,sv_P9
1714,tcp,sv_P20
51341,tcp,sv_P12
11754,udp,sv_P1
41484,tcp,sv_P10
57727,icmp,sv_P20
34417,icmp,sv_P3
40370,udp,sv_P13
16438,tcp,sv_P11
31400,tcp,web
42233,udp,web
61752,icmp,sv_P9
17471,tcp,sv_P3
54366,tcp,sv_P17
36332,icmp,sv_P19
28666,udp,sv_P12
52345,tcp,sv_P1
43385,icmp,sv_P19
10041,icmp,sv_P1
4779,tcp,sv_P13
43019,udp,service
44987,tcp,sv_P20
9874,tcp,sv_P17
48812,tcp,sv_P9
28679,icmp,sv_P11
63562,icmp,sv_P5
11359,udp,sv_P13
58085,icmp,sv_P17
27324,udp,email
45958,udp,sv_P8
60673,icmp,sv_P8
20156,icmp,sv_P20
60316,icmp,sv_P19
7798,icmp,sv_P2
38230,udp,sv_P11
47269,tcp,sv_P5
44912,icmp,sv_P5
14804,icmp,sv_P10
53522,tcp,web
4363,tcp,sv_P18
13659,udp,sv_P7
46248,udp,sv_P2
14188,udp,sv_P12
12974,tcp,sv_P19
35275,udp,sv_P4
35719,icmp,sv_P4
53139,icmp,sv_P16
35182,tcp,sv_P9
44310,udp,sv_P7
53580,icmp,sv_P12
35676,icmp,sv_P10
20060,icmp,sv_P12
60400,icmp,web
34304,icmp,sv_P16
22427,icmp,sv_P6
22578,udp,sv_P15
11980,icmp,sv_P20
8433,tcp,sv_P19
64084,icmp,service
57791,icmp,sv_P13
65180,icmp,sv_P19
14043,icmp,sv_P12
29996,udp,sv_P17
6018,icmp,sv_P11
6148,udp,sv_P13
17489,tcp,sv_P2
11448,tcp,sv_P13
41895,icmp,web
30887,tcp,sv_P10
396,icmp,sv_P13
12045,tcp,sv_P19
8474,icmp,sv_P11
19781,udp,sv_P3
17636,icmp,sv_P1
54224,icmp,sv_P16
33234,tcp,sv_P14
25105,icmp,sv_P12
22581,icmp,sv_P5
65371,icmp,sv_P14
46068,icmp,sv_P19
53425,udp,sv_P15
31661,icmp,sv_P14
30242,icmp,sv_P9
5885,icmp,email
41318,tcp,service
50522,icmp,sv_P3
38235,tcp,sv_P10
46347,tcp,sv_P11
47966,icmp,sv_P5
4964,udp,sv_P2
10326,tcp,sv_P9
5556,icmp,sv_P15
58770,udp,sv_P14
6680,icmp,sv_P9
54245,udp,sv_P5
27160,icmp,sv_P17
65245,tcp,sv_P7
19851,tcp,sv_P6
21225,udp,service
1026,icmp,sv_P8
48316,udp,sv_P17
153,icmp,service
14239,udp,sv_P11
5273,udp,sv_P7
51493,udp,sv_P11
35234,tcp,web
41758,icmp,sv_P8
37401,icmp,sv_P13
33520,icmp,sv_P18
2605,icmp,sv_P9
14937,udp,sv_P9
40023,udp,sv_P5
684,icmp,sv_P6
46303,udp,sv_P8
45330,udp,sv_P18
14732,tcp,sv_P6
22891,udp,sv_P14
30336,icmp,sv_P10
62725,udp,sv_P11
62141,tcp,sv_P9
30468,icmp,sv_P9
13987,udp,sv_P16
48884,tcp,sv_P6
13810,tcp,sv_P5
58732,udp,sv_P5
58907,tcp,sv_P4
3027,icmp,sv_P13
44673,udp,sv_P11
46228,icmp,email
22105,tcp,sv_P4
20665,tcp,sv_P1
7316,udp,sv_P5
27940,udp,sv_P12
41267,udp,sv_P10
7938,udp,sv_P18
8401,icmp,service
22139,udp,sv_P20
16297,udp,sv_P6
56928,tcp,sv_P16
17000,tcp,sv_P8
56476,udp,sv_P2
37459,udp,sv_P5
36123,icmp,sv_P10
44604,icmp,sv_P19
20447,udp,sv_P13
38114,icmp,sv_P1
9228,icmp,sv_P19
30038,icmp,web
27477,udp,sv_P16
50643,tcp,sv_P13
56364,udp,sv_P19
36349,icmp,sv_P2
5538,tcp,sv_P9
6731,tcp,sv_P2
48348,icmp,sv_P6
64007,udp,sv_P15
51456,udp,sv_P18
24703,udp,sv_P16
3963,udp,sv_P15
17642,tcp,sv_P8
24871,tcp,sv_P14
65413,tcp,sv_P10
4530,icmp,sv_P15
44581,icmp,sv_P12
52391,udp,sv_P8
45625,icmp,sv_P13
58390,icmp,sv_P1
23406,udp,email
55190,udp,sv_P8
4598,udp,sv_P15
64257,tcp,sv_P20
21355,udp,sv_P5
59574,tcp,sv_P5
45877,icmp,sv_P19
32971,udp,sv_P7
35335,tcp,sv_P1
22691,icmp,sv_P16
8499,tcp,sv_P13
9917,udp,sv_P11
60302,icmp,sv_P17
1460,udp,sv_P5
29032,tcp,sv_P20
27810,tcp,sv_P2
58374,icmp,email
48375,icmp,sv_P1
34742,tcp,sv_P3
44062,udp,sv_P6
15820,udp,sv_P7
20552,tcp,sv_P13
50043,udp,sv_P10
583,tcp,web
27289,udp,service
63204,udp,sv_P4
29534,tcp,service
15285,icmp,sv_P5
29177,udp,sv_P13
60448,udp,sv_P15
54369,tcp,service
56998,udp,sv_P11
65038,udp,service
18363,udp,sv_P8
58335,tcp,sv_P18
9924,icmp,sv_P8
41531,udp,sv_P13
32004,udp,sv_P10
9178,icmp,sv_P15
15247,icmp,email
38482,icmp,sv_P19
15704,udp,sv_P20
42997,icmp,sv_P17
14899,icmp,sv_P6
55621,udp,sv_P7
46170,udp,sv_P16
9369,udp,sv_P18
38890,udp,sv_P12
4215,icmp,sv_P1
48833,icmp,sv_P14
18330,icmp,sv_P16
31959,tcp,sv_P4
12372,udp,email
7670,tcp,email
11707,tcp,sv_P13
63219,tcp,sv_P15
11724,icmp,sv_P20
63926,udp,email
27999,tcp,sv_P19
52148,tcp,sv_P13
31939,udp,sv_P19
25921,udp,sv_P5
37215,udp,web
39580,tcp,sv_P14
58733,tcp,sv_P9
33164,icmp,sv_P9
43522,udp,sv_P11
39231,tcp,sv_P10
40437,udp,sv_P11
18728,tcp,sv_P9
28648,tcp,sv_P15
41106,udp,sv_P14
40374,udp,sv_P16
42769,tcp,web
43136,udp,sv_P19
16161,icmp,sv_P8
1347,icmp,sv_P19
62391,icmp,sv_P19
50860,tcp,sv_P1
61007,icmp,sv_P18
62524,tcp,sv_P10
51463,icmp,sv_P1
50646,udp,sv_P9
5989,icmp,sv_P14
16204,icmp,sv_P1
45598,udp,sv_P19
53955,udp,web
54268,icmp,sv_P4
14869,icmp,sv_P7
61360,icmp,sv_P20
38142,tcp,sv_P7
37204,tcp,sv_P11
24479,icmp,sv_P15
25974,udp,sv_P1
17739,tcp,sv_P20
22762,udp,sv_P8
4446,udp,sv_P17
49919,icmp,sv_P20
18206,udp,sv_P17
15264,udp,sv_P7
6133,udp,sv_P16
29328,tcp,web
36530,udp,sv_P8
28852,tcp,sv_P4
29397,udp,sv_P6
28929,icmp,sv_P8
47220,udp,sv_P9
10183,icmp,sv_P7
45353,icmp,sv_P10
24399,udp,sv_P2
47991,tcp,sv_P11
39464,icmp,sv_P20
37227,tcp,sv_P1
48800,udp,sv_P13
3112,icmp,service
50959,udp,sv_P13
30819,tcp,sv_P16
61373,tcp,email
7235,udp,email
18528,icmp,sv_P6
2420,udp,sv_P5
59047,icmp,email
63630,udp,sv_P8
48645,tcp,sv_P16
6936,udp,sv_P1
53169,tcp,sv_P3
38588,udp,sv_P20
34469,icmp,sv_P6
9741,tcp,sv_P19
30433,tcp,sv_P7
37235,icmp,sv_P17
59710,tcp,sv_P12
8582,icmp,sv_P3
13389,tcp,sv_P7
56926,udp,sv_P17
22963,icmp,service
11542,udp,sv_P1
20973,udp,sv_P12
41155,tcp,sv_P19
18615,udp,sv_P19
11827,udp,sv_P9
2541,tcp,sv_P19
44708,icmp,sv_P9
5614,tcp,sv_P2
14392,tcp,sv_P19
58465,tcp,sv_P8
56282,udp,sv_P11
52099,tcp,sv_P20
8047,icmp,sv_P15
9943,udp,sv_P19
6436,tcp,email
23665,tcp,sv_P10
43756,tcp,sv_P3
8294,icmp,service
27964,tcp,web
43261,icmp,sv_P11
11627,icmp,sv_P2
2579,udp,sv_P19
62769,icmp,sv_P15
32794,udp,sv_P19
12266,tcp,sv_P6
43161,icmp,sv_P11
25849,tcp,sv_P12
22611,icmp,sv_P4
59406,tcp,web
25032,tcp,sv_P11
9242,tcp,sv_P19
36210,tcp,sv_P2
32427,tcp,sv_P5
35608,udp,web
17149,udp,sv_P4
64198,tcp,sv_P20
51420,icmp,sv_P2
46840,udp,web
40522,udp,service
45368,tcp,sv_P13
38359,udp,sv_P16
28929,tcp,sv_P20
48817,udp,sv_P12
174,udp,sv_P20
46864,udp,sv_P11
33385,icmp,service
44158,tcp,sv_P14
58578,udp,sv_P1
30488,icmp,sv_P11
30487,tcp,web
7062,tcp,sv_P15
35464,udp,sv_P13
12640,udp,sv_P7
22771,udp,sv_P9
60930,icmp,sv_P14
27065,udp,sv_P1
41173,tcp,sv_P2
4944,icmp,sv_P17
64317,icmp,sv_P7
11113,icmp,email
12845,icmp,sv_P1
365,udp,sv_P1
42798,icmp,sv_P7
34641,icmp,sv_P16
51493,udp,sv_P18
40088,tcp,sv_P20
43053,icmp,sv_P4
55700,tcp,sv_P3
3174,udp,web
15993,udp,sv_P10
15164,tcp,sv_P4
16545,udp,sv_P16
28188,tcp,web
9597,icmp,sv_P20
38845,udp,sv_P2
36591,udp,sv_P6
11003,tcp,sv_P5
57169,udp,web
